actor_2_id,actor_2_name,actor_2_facebook_likes
2079,Yuriy Tsurilo,4
2931,Matt Servitto,260
2425,Harry Treadaway,260
910,Phil Hartman,516
2669,Chloe Bridges,516
2794,Hilda Bernard,5
2755,Ayesha Omar,5
2016,Mick Lally,5
2534,Brendan Mackey,5
2704,Rosie Traynor,5
2022,Takeshi Kusao,5
2654,Mercedes Mor�Án,5
3068,Michael Parle,5
1180,Christopher Webster,5
1964,Jun Kunimura,5
2487,Carly Schroeder,261
2130,Miriam Shor,261
2012,Vince Vieluf,261
1168,Katherine Parkinson,261
1324,Ian Hart,261
2748,Emily Baldoni,261
1546,Jenna Boyd,517
487,Samantha Mathis,517
1752,Bin Won,517
2283,Jonathan Crombie,517
2783,Janel Parrish,517
230,James Coburn,773
502,James Nesbitt,773
1179,Jeremy Jordan,773
2810,Arthur Agee,6
1966,Chatchai Plengpanich,6
1810,Tetsu Watanabe,6
1979,Louisa Milwood-Haigh,6
2526,Charles Linton,6
3049,Kate Dollenmayer,6
1509,Richard Farnsworth,262
2795,Tom Guiry,262
1559,Jess Harnell,262
620,Jenna Boyd,518
2070,Randy Couture,518
1016,Mark Valley,774
1236,Suraj Sharma,774
2320,Kathleen Robertson,774
3006,Macha M̩ril,7
1256,John Sparkes,7
2740,Marv Albert,7
686,Bruce Alexander,7
991,J.T. Walsh,263
525,Aria Noelle Curzon,263
2815,Tristan Mack Wilds,519
1333,Eric Lloyd,775
1401,Luke Bracey,775
2529,Albert Delpy,8
2939,Clint Jordan,8
2641,John Arcilla,8
2743,Brian Whitaker,8
1985,Orla Fitzgerald,8
2776,G.J. Echternkamp,8
2854,Minoru Chiaki,8
2832,F̩lix Moati,8
2638,Stanley Blystone,8
1192,Martin Clunes,264
2722,Robert Amaya,264
544,Brenda Bakke,520
667,Derek Mears,520
263,Derek Jacobi,520
1096,Eddie Izzard,776
2822,Lorraine Ziff,21000
9,Robert Downey Jr.,21000
2159,Pablo Rosso,9
1148,David Sparrow,9
2855,Greg Speirs,9
2917,Zinedine Soualem,9
1768,Ashley Ashida Dixon,9
2288,Claude-Oliver Rudolph,9
2109,Fortunato Cerlino,9
1010,Hanaa Bouchaib,9
2684,Regina Cas̩,9
3037,David Mersault,9
2754,Andrea Vergara,9
1296,Andr̩ Wilms,9
2009,Ben Falcone,265
564,Susanna Thompson,265
2023,Roy Dupuis,265
2649,Amber Marshall,265
2480,Ato Essandoh,265
1373,Zane Holtz,265
948,Kenan Thompson,521
1220,Tika Sumpter,521
1595,Sydney Pollack,521
2143,M. Emmet Walsh,521
1353,Ludivine Sagnier,521
2260,Matthew Sunderland,10
1457,Guang Li,10
1930,Charlotte B�üving,10
2581,Ahmed Hassan,10
2839,Saul Stein,10
1480,Ry�Ènosuke Kamiki,10
2490,RÌ_diger Vogler,10
2386,Daoming Chen,10
1354,Diego Ramos,10
1292,Aidan McArdle,266
2827,David A.R. White,266
2033,Brenda Strong,266
1683,Roger Guenveur Smith,266
2244,Sofia Black-D'Elia,266
2637,Jeff Garlin,522
2650,Johnny Messner,522
2235,Jacqueline Bisset,522
508,Josh Zuckerman,522
2214,Kevin Corrigan,778
1462,George Coulouris,11
2789,Stephen McCole,11
2380,Wilson Guerrero,11
2160,Alexis Biesiada,11
2876,Mark Torgl,11
2333,Bonnie Lee Bouman,11
2896,Ron Lynch,11
1131,Patrick Lyster,11
1210,Gerald McRaney,523
107,Maurice LaMarche,523
155,Matt Jones,523
2442,Brooke Newton,779
32,Tyler Labine,779
2017,Karen Pittman,12
2309,Alan Taylor,12
2334,Marian Marsh,12
2877,George T. Odom,12
2275,Clovis Fouin,12
1519,Khulan Chuluun,12
2478,Hans Weingartner,12
1681,Mike Nawrocki,12
5,Rob Walker,12
2961,Nancy Ison,12
2780,Donnie Dunagan,12
924,Claudia Stedelin,12
2488,Emily Pearson,12
2248,Ivan Barnev,12
2955,Ren̩e Ador̩e,12
1425,Tzi Ma,268
791,Charlie Tahan,268
53,Dana Ivey,268
2813,Kara Hayward,524
2027,Mark Wingett,524
2055,Mary Tyler Moore,524
741,Pamela Anderson,780
138,Joe Morton,780
1661,Vladimir Garin,13
3069,Anna Nakagawa,13
2736,Scandar Copti,13
1878,Nicholas Turturro,269
1889,Iddo Goldberg,269
106,Collin Chou,269
1071,Geraldine McEwan,269
1475,Mary J. Blige,269
1570,Maribel Verd̼,269
2338,Susannah York,269
74,Alice Englert,525
2643,Joey Lauren Adams,781
2446,Matheus Nachtergaele,14
2891,Sue Corcoran,14
2779,Melonie Diaz,270
422,James Pickens Jr.,270
2205,Ryan Robbins,270
1238,Jonathan Breck,270
277,Bobb'e J. Thompson,526
1482,Sophie N̩lisse,526
2020,Chris Owen,526
1783,Barry Watson,526
225,Ruby Dee,782
1214,Jason Ritter,782
2870,Christian Alvarez,15
1981,Sung-kee Ahn,15
3025,Steve Diasparra,15
1021,Brianne Brozey,15
1695,Todd Boyce,15
1297,Evgeniy Mironov,15
2115,George Chakiris,271
1089,Alan Oppenheimer,271
1766,Alessandro Nivola,527
1365,Karen Allen,783
500,Meat Loaf,783
3029,Jason Evers,16
2798,Stig Frode Henriksen,16
2359,Zaide Silvia Guti̩rrez,16
2479,Michel C̫t̩,16
2918,Mark Caven,16
2398,Lila Kedrova,16
2471,Nick Searcy,272
1538,Rex Harrison,272
1757,Jason George,528
1728,Josie Loren,528
2155,Parminder Nagra,528
1191,Julie Gonzalo,528
20,Andrew Garfield,10000
1058,Anna Kendrick,10000
120,Tom Cruise,10000
115,Jeremy Renner,10000
370,Viggo Mortensen,10000
559,Will Smith,10000
36,Olivia Wilde,10000
26,Alexander Skarsg̴rd,10000
12,Marlon Brando,10000
95,Emilia Clarke,10000
118,Gary Oldman,10000
221,Rupert Grint,10000
2168,Hitoshi Matsumoto,17
2766,Pierre Dulat,17
3048,Kirpatrick Thomas,17
1758,Jason Cottle,17
429,Jean-Claude Dreyfus,17
2306,Bel̩n Rueda,273
2014,Laurel Holloman,273
614,Holt McCallany,273
2138,Kendrick Cross,529
2850,Heather Matarazzo,529
501,Kimberly Williams-Paisley,529
1486,Shawn Roberts,529
431,Merritt Wever,529
1119,Lily Cole,785
512,Peng Lin,18
3018,Hugh Mun,18
2976,Victoria Lachelle,18
926,Jeffrey W. Jenkins,18
1453,Bill Lake,18
1060,Vincent Leclerc,18
2044,Ian Mune,18
2563,Kenneth Nkosi,18
369,Jon Foster,274
2635,Connor Paolo,530
745,Polly Walker,530
794,Miranda Richardson,530
1777,Patton Oswalt,786
1628,Joey Lawrence,786
1638,Adrian Paul,786
806,Debbie Reynolds,786
1627,Danny Pino,786
3060,Alana Kaniewski,19
3062,Olwenya Maina,19
2727,Lou Adler,19
3033,Shailene Garnett,19
1859,Ron Moody,275
2709,Jack Lord,275
2383,Lionel Barrymore,275
2757,A.J. Buckley,275
1837,Anthony Zerbe,275
1834,Max Casella,275
2770,David DeLuise,275
2678,Laura San Giacomo,531
713,Graham McTavish,531
1861,Bruce Spence,531
1567,Atticus Shaffer,787
271,Cole Hauser,787
1640,Jimmy Fallon,787
1497,Melinda Clarke,787
1748,Vincent Gallo,787
2146,Leslie Carlson,20
2272,Fedja van Hu̻t,20
3039,Greg Aronowitz,20
2828,Matthew Feeney,20
3075,Peter Marquardt,20
2892,Jonathan Caouette,20
1278,Malonn L̩vana,20
3070,Michael Cortez,20
2889,Jay Adams,20
2969,Sebastian Schipper,20
2286,Rawiri Paratene,20
2025,Ruby Lin,20
2149,Tygo Gernandt,20
2792,Francis Lederer,20
1675,Lois Smith,276
192,Santiago Segura,276
1458,Garrett Clayton,532
1645,Michael Raymond-James,788
1491,Raquel Welch,788
377,Joseph Gilgun,788
2545,Dick Cheney,21
2968,Chris Thomas,21
366,Roxane Duran,21
2236,Sandra Staggs,21
1782,Martin Semmelrogge,21
1596,Pei-Pei Cheng,21
2508,Per Christian Ellefsen,21
866,Melissa Altro,21
363,Nick Chinlund,277
2008,Omar Metwally,277
445,Peter Gerety,277
2916,Janet McTeer,277
1873,Jessica Capshaw,533
336,Jason Scott Lee,533
1218,Paige Turco,533
2863,Christa B. Allen,533
2630,GastÌ_n Pauls,22
1611,Virginia Capers,22
2895,David Warbeck,22
2902,Mae Marsh,22
2509,Arturo Castro,22
1004,Soleyman Pierini,22
2705,Shazahn Padamsee,22
1520,Michael Beck,278
2661,Paprika Steen,278
1872,Herbert Lom,278
1655,Eduardo Noriega,278
644,Jessica Simpson,534
847,Charles S. Dutton,534
1799,Isaiah Washington,534
3081,Brian Herzlinger,23
2840,Hoke Howell,23
2811,Christopher Toler,23
195,Basher Savage,23
1658,Gustav Fr̦hlich,23
2666,Lenore Zann,23
2994,Eugene Roche,23
755,Rod Steiger,279
2113,Glynis Johns,279
3016,Adam Rayner,279
837,Mark Rylance,535
599,Chris Mulkey,535
1232,Flea,535
2367,Jeff Fahey,535
1300,Mario Van Peebles,535
2945,Samantha Buck,24
2844,Lincoln Hoppe,24
2885,Frida Hallgren,24
3012,Chuck Mitchell,24
2662,Kieu Chinh,24
2679,Vera Wilson,24
2742,Tom Hamann,24
2860,Whitney Able,280
2222,Jane Adams,280
1780,Rosemarie DeWitt,536
662,Billy Brown,536
145,Maria Grazia Cucinotta,536
2445,Cybill Shepherd,536
2972,Stevan Mena,25
3057,Mikaal Bates,25
1331,Kim Thomson,25
2626,Elizabeth Meriwether,25
1813,Harry Carey Jr.,281
1322,Dan Hedaya,281
1355,Warren Clarke,281
1464,Traci Dinwiddie,281
1790,Kelly Clarkson,281
251,Sean Huze,537
800,Will Patton,537
1556,Melanie Griffith,537
482,Jean Stapleton,793
1919,Ally Sheedy,793
2932,Jason Tobin,26
2268,Juan Luis Galiardo,26
2282,Sameer Ali Khan,26
2419,Joe Howard,26
1950,Alessandro Preziosi,26
2094,Lloyd Avery II,26
2816,Akima,282
2176,Bipasha Basu,282
2120,Ossie Davis,282
1468,Maggie Wheeler,282
1663,JJ Feild,794
2213,Carl Weathers,794
177,Dougray Scott,794
1428,Ashley Scott,794
1812,Ching Wan Lau,27
2499,Melanie Kinnaman,27
2325,Enrique Vill̩n,27
2847,Ari Gold,27
507,David Calder,27
2567,Tim Rice,27
2584,Philippe Petit,27
2434,Darren Keefe Reiher,27
2865,Jacques Brel,27
646,Gerry Becker,27
1479,Colm Feore,539
1650,S. Epatha Merkerson,539
1329,Roger Lloyd Pack,539
93,Eric Idle,795
1500,Chris Brochu,795
1211,Embeth Davidtz,795
593,Ashley Scott,795
2252,Lou Perryman,28
2211,St̩phane Rousseau,28
2773,Robert Kennedy Jr.,28
2291,Aleksey Chadov,28
2904,Bessie Love,28
3031,Courtney Bell,28
789,Lillian Adams,28
162,Bryan Brown,284
2502,Greer Garson,284
2041,Aki Aleong,284
84,M.C. Gainey,284
2158,Mithun Chakraborty,284
809,Gavin MacLeod,284
2522,Ulrich MÌ_he,284
623,Russell Tovey,796
1101,Daniel Stern,796
2777,David Gallagher,796
2328,Clemens Schick,29
2826,Barry Dennen,29
2687,Johnny Amaro,29
2323,Alan Williams,29
2234,Daniel Stewart Sherman,29
731,Anatoliy Solonitsyn,29
1853,Eric Elmosnino,29
2089,Silvio Muccino,29
2060,Elizabeth MacRae,29
2571,Everett Sloane,29
917,Shirley Knight,285
1197,Carl Gilliard,285
984,Lena Olin,541
1055,Spencer Treat Clark,541
2622,Cheryl Hines,541
1008,Fran̤ois Cluzet,541
736,Billy Blair,541
1321,Eva Amurri Martino,797
1527,Nora von WaldstÌ_tten,30
2617,Lior Ashkenazi,30
2515,Jessica Dublin,30
1290,Joe Pingue,30
1155,Brenda Blethyn,286
909,Robert Vaughn,542
1863,Hayley Kiyoko,542
1920,Michael Winslow,542
1054,Bill Fagerbakke,542
1915,Danny Dyer,798
1488,Carla Gallo,798
220,Frank Grillo,798
1291,Erica Linz,31
2893,Chris Cox,31
2498,Dana Kimmell,31
1558,Brady Corbet,287
1242,Salli Richardson-Whitfield,543
1206,Derek Luke,543
918,Ken Marino,543
184,Brad Garrett,799
1906,Lee Majors,799
887,Bob Saget,799
2982,Robert Turano,32
1802,Yuanyuan Gao,32
1995,Megan Burns,32
1747,Sheila Hancock,32
2943,Natalie Canerday,32
1700,Shawn Yue,32
2752,Mariel Hemingway,288
2134,Warren Oates,288
1811,Caroline Dhavernas,544
1508,Marie Avgeropoulos,800
2503,Ethan Peck,800
305,Hugh Jackman,20000
109,Natalie Portman,20000
2460,Frank Hvam,33
1459,Yuqi Zhang,33
1803,Meisa Kuroki,33
1086,Vicky Krieps,33
1588,Emily Alyn Lind,289
679,Jon Tenney,289
1840,Gena Rowlands,545
893,Bridgette Wilson-Sampras,545
1922,Jared Gilman,545
217,Donald Glover,801
2004,Sean Michael Afable,801
2135,Michael Elphick,34
2848,Big Budah,34
2683,Luigi Pistilli,34
566,Wilson Cruz,290
2006,Richard Howland,290
1524,Anna Harr,290
912,Hye-kyo Song,290
1939,Roger Cross,290
285,Jim Varney,802
1838,David Kennedy,35
2985,Amir Farrokh Hashemian,35
1528,SimÌ_n Andreu,35
1900,Stephanie Vogt,35
939,Fedor Bondarchuk,35
718,Guro Nagelhus Schia,35
314,Gabriel Thomson,35
2083,Kate Higgins,35
2482,Joshua Ormond,291
2312,Gina McKee,291
1092,Mimi Rogers,291
2047,Geoffrey Holder,547
1195,Kaitlin Olson,547
1467,Michael Lieber,36
2100,Juliane K̦hler,36
3036,Chelse Swain,36
2997,Bill Allen,36
2998,Bill Melendez,36
1599,Bobby Campo,292
1454,Peter Coyote,548
2588,Ophelia Lovibond,548
123,Cara Delevingne,548
1403,Vanessa Lengies,804
2190,Constance Shulman,804
2760,Janette Armand,37
1399,Damien Garvey,37
2429,Amanda Mealing,37
2600,Ludger Pistor,37
2914,Mary Tsoni,37
1828,Steven Berkoff,293
196,Grant Heslov,293
2467,Laurie Metcalf,549
608,Jack Palance,549
406,Jennifer Hudson,549
611,Ophelia Lovibond,549
306,Joan Allen,805
1056,Bern Cohen,805
2397,Leslie Jordan,805
577,Ed Skrein,805
1604,Georgina Cates,38
2731,Saul Williams,38
2430,Kostja Ullmann,38
248,Traylor Howard,294
2362,Mykel Shannon Jenkins,294
1448,Darren Shahlavi,294
675,Armin Mueller-Stahl,294
594,Siobhan Fallon Hogan,294
132,Richard Burgi,550
2787,Samaire Armstrong,806
279,Adrian Martinez,806
1487,Angelica Lee,39
2443,Jack Taylor,39
2170,Cree Kelly,39
2091,Fernanda Machado,39
1306,Diana Ross,295
2689,Denise Boutte,295
1986,Madhuri Dixit,551
1317,Ellen Barkin,551
121,Jake Weber,551
1526,Brad Renfro,551
1824,Alicia Keys,551
1301,Regina Hall,807
1618,Luke Benward,807
750,Rick Gonzalez,807
2254,Isild Le Besco,40
2962,Cecil Kellaway,40
615,Jimmy Nail,40
3008,Cassidy Gifford,40
701,David Bailie,40
2767,Chloe Rose,40
2585,Peter Feeney,40
1896,Lesley Ann Warren,296
1975,James Arnold Taylor,296
697,Donald Watkins,552
1493,Paul Schneider,552
974,Beau Bridges,552
418,Kiernan Shipka,552
539,Kathleen Quinlan,552
31,Kelsey Grammer,808
140,Rene Russo,808
836,Andrew Fiscella,137000
100,Charlize Theron,9000
160,Emma Watson,9000
1968,Julie Engelbrecht,41
2872,Jennifer Landa,41
1427,Dequina Moore,41
2481,Christopher Simpson,41
2957,Brock Baker,297
1659,Cyril Raffaelli,297
2532,Celeste Holm,297
1394,Jason Beghe,297
2114,Elizabeth McGovern,553
8,Donna Murphy,553
2935,Nicholas Simmons,553
194,Danny Woodburn,809
1178,Aretha Franklin,809
2603,Chris Cleveland,42
252,Venus Schultheis,42
576,Clayne Crawford,298
1007,Gregg Henry,298
2431,Betsy Russell,298
678,Alycia Debnam-Carey,298
2284,Michael J. Morris,298
205,Dirk Benedict,554
2062,Richard E. Grant,554
2388,Adelaide Kane,810
2439,Sarah Rafferty,810
1523,Burghart Klau�Ùner,43
804,Jeremy Crutchley,43
2198,Daniel Gim̩nez Cacho,43
2068,Nathaniel Lees,43
865,KaDee Strickland,299
1248,J.B. Smoove,555
1418,Tom Hollander,555
720,Lochlyn Munro,555
335,Vincent Schiavelli,811
1396,Saffron Burrows,811
729,Adam Garcia,811
2521,Julia Taylor Ross,44
2843,Vince McMahon,44
1697,Ruth Sheen,44
2919,Lucy,44
3076,John Considine,44
2686,Coyote Shivers,44
772,Adrien Dorval,44
2724,Julia Garner,300
212,Jonathan Sadowski,300
1961,John Carradine,300
141,Regi Davis,300
1682,Khandi Alexander,556
82,Sela Ward,812
604,Dylan Baker,812
1736,Isabella Rossellini,812
2228,Bhoomika Chawla,45
3073,David Sullivan,45
1662,Petchtai Wongkamlao,45
2331,Elena Lyadova,45
2209,Colleen O'Shaughnessey,45
1770,Kathryn Erbe,301
2656,Christina Moore,301
549,Brandon Molale,301
44,Ewen Bremner,557
916,Daniella Alonso,557
2416,Rob McElhenney,813
1594,Ry̫ko Hirosue,46
1797,Erin Boyes,46
2607,Natalie Press,46
2645,Bruce Hopkins,46
3054,Panchito GÌ_mez,46
2715,Cynthia Myers,46
2167,Albert Dupontel,46
896,Lou Saliba,46
2093,Magda Szubanski,46
2609,Ann Miller,302
2436,Ashley Martin,302
164,D.B. Sweeney,558
796,Eartha Kitt,558
581,Soleil Moon Frye,558
1776,Cara Delevingne,558
854,Jos̩ Wilker,47
913,Bianca Collins,47
2720,Alex Lawther,47
2653,Billy Gilbert,47
2569,Linus Roache,303
413,Ben Cross,303
1172,Kabir Bedi,303
284,Aldis Hodge,559
691,Tim Matheson,559
2738,AJ Michalka,559
903,Bob Balaban,559
1755,Robert Shaw,559
2289,Cara Delevingne,559
797,William Xifaras,815
2699,Frank Rautenbach,48
786,Dickie Jones,48
1605,Sylvia Syms,48
373,Elio Germano,48
764,Natalie Imbruglia,304
1587,Jodie Whittaker,304
296,Wanda Sykes,560
2265,Indiana Evans,560
714,Gilbert Gottfried,560
264,AJ Michalka,560
402,Matt Ryan,560
2144,Sean Cook,816
18,Michael Stuhlbarg,816
1128,Holly Valance,816
1443,Geoffrey Arend,816
1395,Beverly D'Angelo,816
1649,Anna Madeley,49
3059,Lisa Arnold,49
1737,Luke Treadaway,305
2708,Renee Olstead,305
423,RZA,561
1104,Stephen Baldwin,561
1763,Michael Palin,561
1707,Paul Brannigan,50
651,Chris Miller,50
824,Sabrina Revelle,50
1345,Vernon Dobtcheff,50
1531,Catherine McCormack,306
1539,Patrick Gallagher,306
2575,Eddie Vedder,562
470,Abraham Benrubi,562
122,Dan Fogler,562
1884,Allison Tolman,562
655,Liam Aiken,818
2106,Chulpan Khamatova,51
2616,Pixie Davies,51
2542,Peter Stickles,51
381,Catherine McCormack,307
28,Helen McCrory,563
838,David Keith,563
688,Jay Mohr,563
1430,Mia Farrow,563
1860,Andrew Lawrence,563
2505,Daniel Kash,52
1924,Reef Ireland,52
2172,Synn�üve Macody Lund,52
777,Ye Liu,52
632,Andr̩ Dussollier,52
2468,Gabrielle Reece,52
2258,Jacques Gamblin,52
2513,Maria Doyle Kennedy,308
3034,Sonia Braga,308
2128,Windell Middlebrooks,308
172,Rachel Ticotin,308
1477,David Agranov,308
1633,Patrick Bergin,308
1614,Kevin Rankin,820
257,Sam Shepard,820
2184,Robert J. Wilke,53
2924,Eddie Jones,53
2368,Joe Egan,53
2947,Lorne Cardinal,53
2987,Joie Lee,53
2233,Patch Darragh,309
1584,Jon Polito,309
2476,La'Princess Jackson,309
432,Jennifer Saunders,309
2910,Tracy Spiridakos,821
1082,Bradley Whitford,821
2991,Joe Lev,54
2107,Mark Bazeley,54
1287,Donovan Scott,54
2075,Isabelle Nanty,54
1624,Peter Vaughan,310
1506,Alex Borstein,566
2112,Ted Cassidy,566
677,Michael Cudlitz,822
1586,Kad Merad,55
1827,Fiona Glascott,55
1398,Thomas Law,55
1668,Lucy Gaskell,55
1406,James Gammon,311
1338,Bobby Moynihan,311
341,Drew Carey,311
1437,Nia Vardalos,567
46,Richard Coyle,567
2097,David Margulies,567
1622,Mark Gatiss,567
680,Robert Picardo,823
1674,Saurabh Shukla,56
1460,Philippe Nahon,56
812,Lee Evans,312
1495,Louis Mandylor,312
1532,Brigitte Nielsen,312
1183,Barret Oliver,312
846,Debra Winger,568
645,Miranda Otto,568
446,Benedict Cumberbatch,19000
1402,Tom Selleck,19000
25,Scarlett Johansson,19000
1591,Trond Fausa,57
2573,Lex Barker,57
1669,Rodrigo De la Serna,57
925,Usher Raymond,569
2772,Mike Colter,569
1793,Megan Park,569
289,Rachael Harris,569
245,Christopher Heyerdahl,825
2971,Natasha Bedingfield,58
2002,George Lazenby,314
2281,Dove Cameron,570
349,Jodi Benson,570
165,Dave Legeno,570
1404,Leo Howard,570
274,Rip Torn,826
834,Nia Long,826
326,Hal Holbrook,826
174,Scott Glenn,826
475,Mitch Pileggi,826
1775,Joanna 'JoJo' Levesque,826
1284,Laz Alonso,826
976,Steve Howey,826
1145,Y�È Aoi,59
2764,Anslem Richardson,59
2034,Edouard Baer,59
2230,Don Gordon,59
131,Kamil McFadden,315
1115,Texas Battle,315
3040,Paul Eenhoorn,571
1251,Cjon Saulsberry,571
1084,Maria Conchita Alonso,571
2652,Glen Powell,571
1671,Chris Elliott,571
2747,James Gunn,571
601,Frances Conroy,827
2774,Vlad Ivanov,60
1074,Marcia DeBonis,60
68,Rick Aviles,60
920,Dagmara Dominczyk,316
2394,Ron Palillo,316
1002,Lela Rochon,316
1064,Scott Adsit,316
1623,Hutch Dano,316
2243,Ir̬ne Jacob,316
2550,Isabelle Adjani,572
3046,Levon Helm,572
2216,Matt Berry,572
631,Peter Gallagher,828
799,Reggie Lee,828
2129,Jason Dohring,828
995,Lucy Gordon,61
3042,Eddie Rouse,61
859,Nelson Ascencio,61
2899,Roshan Seth,61
1921,Andr̩s Montiel,61
2869,Tim Abell,317
2428,William Atherton,317
496,Adrian Lester,317
2928,Joanna Cassidy,317
2116,Rodney Dangerfield,573
993,Portia de Rossi,573
1729,Kathryn Morris,573
1102,Cameron Bright,829
48,Lester Speight,829
2682,Nigel Bruce,62
1415,Chi Ling Chiu,62
638,Lenny Venito,62
1969,Vince Colosimo,62
2082,Wendee Lee,62
1955,Crystal Lowe,318
815,Kevin Pollak,574
168,Seth Gabel,574
1370,Mark Duplass,830
2021,Zen McGrath,63
2405,Ariane Labed,63
2095,Rosanna DeSoto,63
1121,Ingvar Eggert Sigur̡sson,63
380,Jacques Perrin,63
1644,Nicole de Boer,319
2624,Jean Arthur,319
2341,Slim Pickens,575
2324,Danny Arroyo,575
2349,Lloyd Bridges,575
724,Frances O'Connor,575
2942,Flaco Navaja,64
2466,Agata Trzebuchowska,64
2898,Jeff Seymour,64
2345,Susan Blommaert,64
2418,Nambitha Mpumlwana,64
1751,Gabriel Damon,320
2818,Steffinnie Phrommany,320
1897,Anthony LaPaglia,576
403,Kevin Dillon,576
2314,Eva LaRue,576
307,Logan Lerman,8000
229,Will Ferrell,8000
200,Julia Roberts,8000
1213,Igor Jijikine,65
2038,Nathin Butler,65
2390,Mikki Padilla,65
1791,Nick Damici,65
148,Philip Michael Thomas,321
2627,Jennifer Westfeldt,321
743,Anthony LaPaglia,577
2483,Elden Henson,577
891,Daniel von Bargen,577
295,Stephen Dillane,577
2375,Darren McGavin,577
1533,Joe Lo Truglio,833
197,Noel Fisher,833
2251,Greg Grunberg,833
2256,Sharon Small,66
2905,Betsy Baker,66
2517,John Beck,66
2086,Johanna Wokalek,66
1642,Keith Allen,66
2088,M̩lissa D̩sormeaux-Poulin,66
1750,Eric Schweig,322
874,Valerie Perri,322
1858,Patricia Belcher,322
3011,Keenen Ivory Wayans,322
216,Jenifer Lewis,578
1529,Joaquim de Almeida,578
439,Ivana Milicevic,834
1516,Karen Young,67
1879,Simon Rhee,67
1637,The Edge,67
1535,Shawn Andrews,67
2139,Nathalie Baye,67
2812,Bruce Altman,67
2166,Kati Outinen,67
1574,Alonna Shaw,67
2152,John Billingsley,323
2582,Lizzie Brocher̩,323
2066,Martin Henderson,579
630,Philip Winchester,579
1153,Dilshad Vadsaria,579
440,Freddy RodrÌ_guez,579
317,Imelda Staunton,579
2210,Patrick Fugit,835
841,Denis Leary,835
1835,Andrew Keegan,835
2940,Gus Van Sant,835
1817,Selton Mello,68
778,Charlie Yeung,68
2050,Michael J. Burg,68
1498,David Alan Basche,68
